Marks,Interest,Skill,Hobby,Personality,IQ,Career,Sector
57,Arts,Analysis,Sports,Ambivert,94,Civil Services,Public
58,Commerce,Creativity,Reading,Extrovert,105,Bank Officer,Public
96,Commerce,Communication,Gaming,Ambivert,112,Auditor,Private
89,Arts,Coding,Sports,Introvert,137,Animator,Private
91,Tech,Communication,Gaming,Ambivert,112,Software Engineer,Private
52,Arts,Coding,Drawing,Introvert,88,Civil Services,Public
56,Medical,Communication,Sports,Ambivert,138,Surgeon,Private
81,Tech,Analysis,Sports,Ambivert,95,Government IT Officer,Public
82,Commerce,Creativity,Reading,Ambivert,138,Chartered Accountant,Private
81,Tech,Communication,Sports,Introvert,86,AI Engineer,Private
87,Arts,Communication,Sports,Introvert,102,Designer,Private
55,Arts,Creativity,Gaming,Introvert,83,Animator,Private
74,Arts,Communication,Music,Introvert,110,Animator,Private
90,Medical,Coding,Drawing,Ambivert,131,Doctor,Private
97,Tech,Analysis,Sports,Extrovert,122,AI Engineer,Private
72,Tech,Communication,Sports,Introvert,90,Web Developer,Private
99,Tech,Creativity,Reading,Extrovert,137,Web Developer,Private
73,Medical,Communication,Drawing,Ambivert,127,Government Doctor,Public
63,Medical,Coding,Drawing,Extrovert,93,Nurse,Private
61,Tech,Coding,Drawing,Ambivert,121,Web Developer,Private
83,Commerce,Analysis,Drawing,Extrovert,121,Chartered Accountant,Private
61,Tech,Coding,Music,Introvert,98,Web Developer,Private
88,Medical,Communication,Reading,Ambivert,110,Government Doctor,Public
65,Tech,Analysis,Music,Extrovert,84,Government IT Officer,Public
60,Medical,Analysis,Gaming,Ambivert,119,Doctor,Private
86,Tech,Coding,Drawing,Extrovert,106,Software Engineer,Private
59,Commerce,Analysis,Gaming,Ambivert,111,Financial Analyst,Private
59,Tech,Creativity,Drawing,Introvert,129,AI Engineer,Private
64,Commerce,Communication,Gaming,Introvert,123,Chartered Accountant,Private
52,Medical,Analysis,Sports,Extrovert,101,Doctor,Private
73,Medical,Analysis,Music,Introvert,125,Government Doctor,Public
95,Commerce,Coding,Drawing,Ambivert,121,Bank Officer,Public
58,Commerce,Coding,Music,Extrovert,133,Financial Analyst,Private
93,Commerce,Communication,Sports,Extrovert,125,Financial Analyst,Private
100,Commerce,Analysis,Reading,Extrovert,132,Financial Analyst,Private
78,Medical,Communication,Drawing,Extrovert,91,Doctor,Private
57,Arts,Analysis,Sports,Ambivert,105,Designer,Private
85,Medical,Analysis,Reading,Ambivert,100,Surgeon,Private
66,Medical,Creativity,Gaming,Ambivert,105,Government Doctor,Public
60,Tech,Creativity,Drawing,Ambivert,95,AI Engineer,Private
57,Commerce,Analysis,Drawing,Extrovert,121,Chartered Accountant,Private
89,Arts,Coding,Sports,Extrovert,120,Civil Services,Public
68,Commerce,Analysis,Gaming,Introvert,125,Chartered Accountant,Private
50,Commerce,Communication,Music,Introvert,113,Financial Analyst,Private
94,Commerce,Coding,Drawing,Extrovert,99,Bank Officer,Public
61,Commerce,Creativity,Reading,Extrovert,103,Financial Analyst,Private
50,Commerce,Communication,Drawing,Introvert,103,Financial Analyst,Private
88,Tech,Coding,Drawing,Ambivert,94,Government IT Officer,Public
50,Commerce,Analysis,Gaming,Ambivert,128,Auditor,Private
94,Arts,Coding,Drawing,Extrovert,97,Animator,Private
51,Medical,Communication,Reading,Introvert,129,Surgeon,Private
77,Medical,Analysis,Gaming,Ambivert,81,Doctor,Private
70,Medical,Creativity,Reading,Extrovert,137,Nurse,Private
60,Tech,Creativity,Reading,Ambivert,133,Software Engineer,Private
96,Tech,Creativity,Gaming,Introvert,92,AI Engineer,Private
61,Medical,Creativity,Drawing,Extrovert,97,Surgeon,Private
52,Medical,Coding,Music,Introvert,116,Government Doctor,Public
85,Commerce,Creativity,Reading,Extrovert,90,Financial Analyst,Private
55,Arts,Communication,Reading,Extrovert,133,Civil Services,Public
91,Arts,Analysis,Reading,Extrovert,98,Writer,Private
69,Arts,Communication,Drawing,Introvert,111,Animator,Private
81,Arts,Communication,Gaming,Introvert,122,Civil Services,Public
85,Arts,Analysis,Reading,Extrovert,130,Civil Services,Public
72,Commerce,Coding,Gaming,Ambivert,95,Chartered Accountant,Private
81,Tech,Creativity,Music,Introvert,84,AI Engineer,Private
90,Commerce,Analysis,Drawing,Extrovert,81,Financial Analyst,Private
61,Medical,Analysis,Reading,Extrovert,134,Nurse,Private
94,Medical,Analysis,Music,Introvert,84,Doctor,Private
88,Tech,Analysis,Sports,Introvert,108,Software Engineer,Private
52,Tech,Creativity,Music,Ambivert,117,Web Developer,Private
96,Tech,Communication,Sports,Extrovert,83,Software Engineer,Private
93,Arts,Coding,Drawing,Introvert,131,Designer,Private
55,Tech,Analysis,Music,Extrovert,111,Web Developer,Private
72,Commerce,Communication,Reading,Extrovert,130,Financial Analyst,Private
71,Tech,Analysis,Music,Ambivert,120,Government IT Officer,Public
99,Commerce,Communication,Gaming,Extrovert,122,Bank Officer,Public
66,Medical,Creativity,Reading,Introvert,131,Doctor,Private
97,Tech,Analysis,Music,Ambivert,91,Web Developer,Private
99,Tech,Analysis,Drawing,Extrovert,137,Web Developer,Private
70,Arts,Communication,Music,Extrovert,112,Designer,Private
91,Medical,Analysis,Reading,Introvert,103,Surgeon,Private
56,Medical,Communication,Music,Ambivert,119,Nurse,Private
88,Tech,Communication,Music,Introvert,115,AI Engineer,Private
74,Commerce,Communication,Music,Extrovert,88,Chartered Accountant,Private
69,Arts,Analysis,Music,Ambivert,89,Animator,Private
54,Commerce,Coding,Sports,Introvert,86,Bank Officer,Public
69,Commerce,Communication,Gaming,Extrovert,83,Bank Officer,Public
72,Medical,Communication,Music,Extrovert,87,Nurse,Private
83,Arts,Coding,Music,Introvert,119,Writer,Private
54,Commerce,Creativity,Music,Extrovert,86,Auditor,Private
81,Medical,Analysis,Reading,Introvert,84,Surgeon,Private
75,Arts,Coding,Reading,Extrovert,82,Civil Services,Public
50,Arts,Communication,Music,Introvert,124,Writer,Private
94,Commerce,Coding,Reading,Introvert,140,Financial Analyst,Private
60,Commerce,Communication,Music,Introvert,135,Chartered Accountant,Private
98,Commerce,Coding,Sports,Ambivert,81,Bank Officer,Public
59,Medical,Communication,Gaming,Ambivert,99,Surgeon,Private
53,Arts,Creativity,Gaming,Extrovert,82,Designer,Private
64,Arts,Communication,Music,Ambivert,100,Designer,Private
90,Commerce,Analysis,Sports,Ambivert,130,Auditor,Private
88,Tech,Communication,Drawing,Introvert,110,AI Engineer,Private
65,Commerce,Creativity,Drawing,Extrovert,126,Financial Analyst,Private
68,Commerce,Coding,Sports,Introvert,98,Auditor,Private
63,Tech,Analysis,Drawing,Extrovert,94,Software Engineer,Private
53,Arts,Coding,Music,Ambivert,84,Animator,Private
50,Commerce,Coding,Drawing,Extrovert,139,Chartered Accountant,Private
91,Medical,Communication,Gaming,Extrovert,128,Surgeon,Private
96,Commerce,Communication,Sports,Extrovert,137,Bank Officer,Public
69,Medical,Communication,Drawing,Introvert,87,Nurse,Private
80,Medical,Communication,Music,Extrovert,97,Surgeon,Private
61,Tech,Creativity,Drawing,Introvert,118,Software Engineer,Private
82,Medical,Communication,Sports,Ambivert,99,Government Doctor,Public
87,Commerce,Communication,Sports,Introvert,93,Auditor,Private
66,Commerce,Communication,Music,Extrovert,87,Financial Analyst,Private
63,Tech,Creativity,Music,Extrovert,111,Government IT Officer,Public
53,Commerce,Coding,Gaming,Introvert,120,Auditor,Private
90,Medical,Creativity,Drawing,Ambivert,125,Government Doctor,Public
79,Tech,Coding,Reading,Introvert,109,AI Engineer,Private
90,Commerce,Coding,Music,Ambivert,81,Chartered Accountant,Private
100,Commerce,Communication,Music,Introvert,108,Chartered Accountant,Private
64,Medical,Analysis,Drawing,Ambivert,118,Government Doctor,Public
63,Medical,Coding,Sports,Introvert,138,Nurse,Private
62,Medical,Coding,Reading,Extrovert,96,Government Doctor,Public
53,Arts,Communication,Gaming,Ambivert,130,Writer,Private
56,Tech,Analysis,Gaming,Ambivert,87,AI Engineer,Private
61,Commerce,Analysis,Gaming,Extrovert,84,Chartered Accountant,Private
60,Medical,Creativity,Drawing,Ambivert,121,Surgeon,Private
53,Tech,Analysis,Gaming,Extrovert,82,Government IT Officer,Public
64,Commerce,Analysis,Sports,Ambivert,132,Bank Officer,Public
74,Medical,Coding,Reading,Introvert,97,Nurse,Private
64,Commerce,Creativity,Music,Introvert,138,Financial Analyst,Private
63,Medical,Creativity,Drawing,Extrovert,136,Nurse,Private
84,Tech,Communication,Sports,Extrovert,140,Web Developer,Private
78,Tech,Creativity,Gaming,Introvert,85,Software Engineer,Private
88,Commerce,Analysis,Drawing,Introvert,134,Financial Analyst,Private
59,Arts,Analysis,Drawing,Introvert,133,Writer,Private
82,Arts,Communication,Gaming,Ambivert,86,Writer,Private
82,Commerce,Analysis,Drawing,Introvert,134,Financial Analyst,Private
60,Arts,Coding,Gaming,Extrovert,125,Designer,Private
52,Arts,Coding,Reading,Introvert,113,Animator,Private
95,Tech,Coding,Music,Introvert,127,Web Developer,Private
96,Arts,Creativity,Drawing,Introvert,136,Civil Services,Public
54,Tech,Analysis,Music,Introvert,107,Software Engineer,Private
72,Tech,Analysis,Sports,Extrovert,120,Government IT Officer,Public
77,Medical,Creativity,Gaming,Extrovert,88,Nurse,Private
50,Commerce,Communication,Sports,Introvert,90,Bank Officer,Public
69,Tech,Coding,Gaming,Introvert,138,AI Engineer,Private
95,Medical,Communication,Drawing,Ambivert,96,Government Doctor,Public
92,Tech,Communication,Sports,Extrovert,98,Software Engineer,Private
73,Arts,Creativity,Gaming,Ambivert,138,Writer,Private
71,Arts,Coding,Sports,Introvert,99,Writer,Private
53,Arts,Creativity,Music,Ambivert,96,Designer,Private
89,Arts,Coding,Drawing,Introvert,135,Animator,Private
94,Commerce,Analysis,Drawing,Extrovert,81,Financial Analyst,Private
72,Medical,Coding,Drawing,Introvert,100,Doctor,Private
53,Tech,Coding,Gaming,Ambivert,102,Government IT Officer,Public
77,Medical,Analysis,Music,Ambivert,84,Government Doctor,Public
100,Tech,Coding,Reading,Introvert,134,AI Engineer,Private
58,Arts,Communication,Reading,Extrovert,119,Animator,Private
65,Arts,Communication,Gaming,Extrovert,81,Animator,Private
76,Medical,Communication,Drawing,Extrovert,96,Doctor,Private
64,Tech,Communication,Gaming,Extrovert,80,Software Engineer,Private
57,Arts,Analysis,Reading,Introvert,84,Writer,Private
87,Medical,Analysis,Drawing,Extrovert,126,Doctor,Private
86,Arts,Coding,Sports,Ambivert,97,Writer,Private
62,Tech,Communication,Music,Introvert,92,Web Developer,Private
50,Arts,Coding,Gaming,Introvert,137,Designer,Private
61,Arts,Creativity,Reading,Introvert,122,Animator,Private
61,Medical,Creativity,Reading,Introvert,88,Doctor,Private
70,Tech,Creativity,Music,Ambivert,119,AI Engineer,Private
92,Medical,Creativity,Drawing,Introvert,119,Surgeon,Private
60,Tech,Communication,Sports,Ambivert,120,Web Developer,Private
82,Medical,Analysis,Music,Introvert,86,Government Doctor,Public
78,Commerce,Communication,Music,Ambivert,107,Bank Officer,Public
91,Tech,Coding,Gaming,Introvert,133,Government IT Officer,Public
74,Medical,Creativity,Gaming,Extrovert,127,Nurse,Private
82,Arts,Communication,Sports,Introvert,116,Civil Services,Public
74,Arts,Creativity,Reading,Extrovert,104,Animator,Private
98,Commerce,Analysis,Reading,Extrovert,80,Bank Officer,Public
63,Commerce,Analysis,Sports,Ambivert,93,Financial Analyst,Private
68,Arts,Coding,Gaming,Ambivert,116,Designer,Private
70,Tech,Communication,Reading,Extrovert,103,AI Engineer,Private
69,Medical,Analysis,Drawing,Extrovert,109,Surgeon,Private
83,Commerce,Analysis,Gaming,Ambivert,110,Auditor,Private
87,Tech,Coding,Music,Ambivert,80,Government IT Officer,Public
65,Arts,Coding,Sports,Ambivert,111,Civil Services,Public
63,Arts,Coding,Drawing,Extrovert,126,Writer,Private
90,Commerce,Communication,Gaming,Extrovert,85,Bank Officer,Public
82,Medical,Coding,Gaming,Introvert,111,Surgeon,Private
90,Medical,Coding,Sports,Introvert,98,Government Doctor,Public
71,Medical,Coding,Reading,Introvert,109,Nurse,Private
85,Tech,Coding,Gaming,Introvert,83,AI Engineer,Private
97,Tech,Coding,Gaming,Ambivert,110,Web Developer,Private
89,Medical,Communication,Reading,Ambivert,82,Nurse,Private
79,Arts,Coding,Reading,Extrovert,118,Designer,Private
67,Medical,Communication,Gaming,Ambivert,90,Surgeon,Private
100,Tech,Coding,Music,Introvert,132,AI Engineer,Private
69,Tech,Communication,Drawing,Extrovert,110,Software Engineer,Private
56,Medical,Coding,Gaming,Extrovert,118,Nurse,Private
81,Medical,Analysis,Reading,Introvert,126,Nurse,Private
98,Arts,Analysis,Reading,Extrovert,119,Civil Services,Public
90,Arts,Coding,Reading,Extrovert,85,Civil Services,Public
79,Commerce,Coding,Music,Introvert,109,Chartered Accountant,Private
57,Arts,Coding,Drawing,Extrovert,85,Civil Services,Public
83,Commerce,Coding,Music,Introvert,85,Financial Analyst,Private
92,Arts,Communication,Reading,Introvert,102,Animator,Private
51,Medical,Coding,Drawing,Ambivert,82,Doctor,Private
68,Medical,Communication,Gaming,Introvert,127,Surgeon,Private
72,Tech,Communication,Gaming,Extrovert,84,Web Developer,Private
94,Commerce,Coding,Reading,Introvert,103,Bank Officer,Public
50,Tech,Coding,Music,Ambivert,86,AI Engineer,Private
58,Medical,Creativity,Drawing,Extrovert,88,Government Doctor,Public
55,Medical,Creativity,Gaming,Ambivert,105,Surgeon,Private
50,Medical,Analysis,Music,Extrovert,92,Government Doctor,Public
70,Tech,Communication,Reading,Ambivert,96,Government IT Officer,Public
50,Medical,Communication,Drawing,Extrovert,100,Nurse,Private
76,Medical,Communication,Reading,Extrovert,105,Doctor,Private
88,Medical,Coding,Reading,Extrovert,94,Government Doctor,Public
52,Arts,Communication,Gaming,Ambivert,102,Civil Services,Public
70,Arts,Analysis,Drawing,Ambivert,126,Civil Services,Public
55,Tech,Coding,Drawing,Extrovert,100,Software Engineer,Private
58,Commerce,Analysis,Reading,Ambivert,81,Financial Analyst,Private
52,Medical,Creativity,Music,Extrovert,139,Nurse,Private
50,Tech,Coding,Gaming,Extrovert,117,Government IT Officer,Public
56,Medical,Analysis,Reading,Extrovert,122,Government Doctor,Public
100,Medical,Communication,Sports,Ambivert,116,Nurse,Private
97,Tech,Communication,Reading,Introvert,100,Web Developer,Private
96,Commerce,Creativity,Music,Ambivert,95,Auditor,Private
80,Medical,Creativity,Sports,Introvert,110,Government Doctor,Public
67,Commerce,Communication,Sports,Ambivert,140,Chartered Accountant,Private
59,Arts,Communication,Music,Introvert,107,Designer,Private
98,Arts,Creativity,Sports,Ambivert,116,Designer,Private
85,Commerce,Communication,Drawing,Ambivert,82,Auditor,Private
71,Commerce,Communication,Drawing,Extrovert,101,Chartered Accountant,Private
82,Medical,Analysis,Drawing,Introvert,128,Nurse,Private
51,Commerce,Coding,Music,Introvert,112,Auditor,Private
87,Tech,Creativity,Music,Ambivert,121,Software Engineer,Private
74,Commerce,Analysis,Gaming,Ambivert,107,Financial Analyst,Private
79,Tech,Analysis,Drawing,Ambivert,107,Government IT Officer,Public
57,Tech,Analysis,Drawing,Introvert,123,Web Developer,Private
65,Medical,Analysis,Gaming,Ambivert,130,Doctor,Private
96,Commerce,Creativity,Reading,Ambivert,130,Chartered Accountant,Private
81,Commerce,Coding,Gaming,Extrovert,129,Bank Officer,Public
95,Medical,Analysis,Music,Introvert,115,Government Doctor,Public
67,Tech,Coding,Gaming,Introvert,95,Software Engineer,Private
66,Commerce,Coding,Reading,Introvert,129,Auditor,Private
51,Commerce,Communication,Reading,Ambivert,107,Chartered Accountant,Private
91,Medical,Creativity,Sports,Ambivert,98,Government Doctor,Public
72,Medical,Analysis,Sports,Ambivert,118,Government Doctor,Public
67,Commerce,Creativity,Sports,Extrovert,121,Auditor,Private
91,Medical,Analysis,Drawing,Introvert,87,Nurse,Private
68,Medical,Analysis,Music,Introvert,124,Government Doctor,Public
93,Tech,Communication,Gaming,Extrovert,101,AI Engineer,Private
60,Commerce,Creativity,Gaming,Ambivert,117,Financial Analyst,Private
62,Arts,Creativity,Sports,Ambivert,90,Writer,Private
64,Commerce,Communication,Reading,Extrovert,120,Financial Analyst,Private
56,Medical,Analysis,Gaming,Extrovert,97,Nurse,Private
99,Medical,Communication,Music,Ambivert,100,Government Doctor,Public
98,Tech,Communication,Sports,Extrovert,90,AI Engineer,Private
96,Tech,Communication,Sports,Ambivert,139,AI Engineer,Private
89,Arts,Analysis,Reading,Ambivert,109,Designer,Private
85,Medical,Coding,Gaming,Introvert,111,Nurse,Private
70,Medical,Creativity,Gaming,Ambivert,99,Government Doctor,Public
84,Commerce,Coding,Drawing,Extrovert,95,Financial Analyst,Private
62,Medical,Coding,Gaming,Introvert,113,Government Doctor,Public
96,Arts,Coding,Gaming,Ambivert,124,Writer,Private
53,Tech,Communication,Drawing,Ambivert,120,Software Engineer,Private
78,Arts,Communication,Sports,Extrovert,125,Writer,Private
68,Arts,Creativity,Sports,Introvert,117,Designer,Private
85,Arts,Coding,Gaming,Ambivert,101,Writer,Private
96,Tech,Coding,Music,Extrovert,94,Web Developer,Private
71,Tech,Communication,Reading,Introvert,138,AI Engineer,Private
55,Arts,Coding,Sports,Extrovert,115,Animator,Private
79,Commerce,Creativity,Sports,Ambivert,134,Chartered Accountant,Private
85,Commerce,Communication,Sports,Ambivert,108,Chartered Accountant,Private
95,Arts,Analysis,Music,Ambivert,83,Designer,Private
87,Tech,Communication,Sports,Ambivert,135,AI Engineer,Private
100,Tech,Creativity,Reading,Introvert,134,Government IT Officer,Public
76,Arts,Creativity,Drawing,Extrovert,137,Designer,Private
63,Commerce,Analysis,Drawing,Extrovert,138,Bank Officer,Public
73,Arts,Communication,Reading,Extrovert,120,Animator,Private
94,Medical,Creativity,Drawing,Introvert,140,Nurse,Private
50,Arts,Analysis,Music,Ambivert,83,Writer,Private
